Collection_Head,Name,Text,Year,Start,End,Loc,Page_drawer,Drawer_No,Link,Coll_head,Collection,Author_Identity,Country,Continent
"Davis, Thomas","Davis, Thomas","Sesto Thomas, 1806-1862. ary and commonplace book, cae 18200-1838 (bulk 18356 )e 1 iteme  Planter and physician of Franklin Coes NeCe  Chiefly Davis! diary (1835, June 6- Octe 6) relating to plantation  business, medical visits, slaves, Methodist preachers and churches, a Slave patrol, and the Alston, Massenburg, Slade, Thorne, and Williams familiese Also poetry and memoranda mostly from Davis wife Mary Ann Sladee  20 oOcT 90 22540500 NDHYme SEE NEXT CRD",1806-1862,1806,1862,"Alston, Massenburg, Slade",82,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n82,1,3481,Male,USA,North America
"Davis, W. G.","Davis, W. G.","Davis » We Ge Papers, 1880-1908  Ophir, Montgomery County, North Carolina  Section A 24 items 7=30-59",1880-1908,1880,1908,"Ophir, Montgomery County, North Carolina",84,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n84,1,3482,Unknown,USA,North America
"Davis, William Penn","Davis, William Penn","Davis, William Watts Hart  Papers, 1861-1869 Doylestown, Bucks County, Pennsylvania  Cab. 40 20 items 57 items added, 11-19-68  Recataloged, 10-25-68 143 items added, 12-8-70 5 items added, 5-30-72 2 items added, 11-21-72  2",1861-1869,1861,1869,"Bucks County, Pennsylvania",123,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n123,1,3485,Male,USA,North America
"Davison, Mary F.","Davison, Mary F.","Davison, Mary F. Papers, 1860-1865 cNorth Carolina 1;  Section A ghee n guy vir ie 5-1 6-§ ' 1S) IDE, A aoe  5-26-34 G  11-20-34",1860-1865,1860,1865,,132,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n132,1,3486,Female,Unknown,Unknown
"Davison, Wilburt Cornell","Davison, Wilburt Cornell","Davison, Wilburt Cornell Papers, 1927-1961 Durham, Durham Co., N. C.  Trent Coll. in Hist. of  6 items Medicine - MS. Div.  4 vols. added,12-2-  64 10-12-63 43 items added, (See also bound  1-4-66 vol. cards)",1927-1961,1927,1961,,135,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n135,1,3487,Male,Unknown,Unknown
"Davisson, E. D.","Davisson, E. D.","Davisson, E. D. M- 1926 Account Book, 1844-1860 Loudoun County, Virginia 96 pp. Boards 19 x 16 om, 5-23-34 Recatalogued, 1-21-64",1844-1860,1844,1860,"Loudoun County, Virginia",144,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n144,1,3488,Male,USA,North America
"Davy, Sir Humphry","Davy, Sir Humphry","Davy, Sir Humphry Papers, 1817-1829 London, England  Josiah C, Trent Collection in the History of Medicine--. Div.  4-8-60",1817-1829,1817,1829,London,149,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n149,1,3490,Male,USA,North America
"Dawkins, Sir William Boyd","Dawkins, Sir William Boyd","Dawkins, Sir William Boyd Papers, 1884-1887 London, England  Josiah C. Trent Collection in the 2 items History of Medicine--. Div.  4-8-60",1884-1887,1884,1887,London,152,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n152,1,3491,Male,USA,North America
"Dawson, Andrew H. H.","Dawson, Andrew H. H.","DAWSON, Andrew H Letters. 1856-1866  New York City, N. Y.; Savannah, Chatham Co., Ga.  Section A , 2 pieces 12-21-59 1 item added  SUN 4 1941",1856-1866,1856,1866,"New York City, Savannah, Ga.",153,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n153,1,3492,Male,USA,North America
"Dawson, Edgar G.","Dawson, Edgar G.","e 6th 9:SC, 6th 173B  Dawson, Edgar Ge  Papers, 1845-1889.  85 itemse  Confederate Army major and a leading financier of the Confederacye After i Civil War, Dawson farmed in Gae and  Ge  Collection contains mainly personal and business Letters, and bills and receipts relating to Dawson and his familye At least two items relate to the Civil Ware One letter mentions the recent death of Mrse Elizabeth (Patterson) Bonaparte, first wife of Jerome; and one mentions President Benjamin Harr isone Other topics include reruv@ ian guano, debts in Gae, cotton, and Ste Mark's School  11. MAY 98 39100635 NDHYme SEE NEXT CRD",1845-1889,1845,1889,the Civil Ware One,156,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n156,1,3493,Male,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","File  C368 ARverToey Fle wueme 4  Dawson, Francis Warrington, I and II (&7-/¥5 Pepexs, 1586 (1859-1950) 1963  Charleston, S. C., and Versailles, France  23 p= F See SHELF LIST 7440 items and  (See also bound vol. cards) 65 vols.  7-6-60 31 items transf. to  12-10-66 R. H. Woody Papers, Univ- ersity ixchives, 10-3-73  (Entered in the National Union Catalog of Manu-  scripts as Francis Warrington Dawson  Papers) 2",1859-1950,1859,1950,"Charleston, France",161,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n161,1,3494,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","| Dawson, Francis Warrington, I and II  Papers, 1386 (1859-1950) 1963 Charleston, S. C., and Versailles, France 436 items & 3 vols. added, 4-10-75  1 item and 1 vol. added, 8-4-75",1859-1950,1859,1950,"Charleston, Versailles, France",162,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n162,1,3495,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I  Record, '1867-1882 AN A  Charleston, S. C. 288—pp. Moreece 194th Cite F, W. Dawson I . 7-6-60",1867-1882,1867,1882,Charleston,510,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n510,1,3498,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I Cash Book, 1886-1888 Charleston, S. C, 192 pp. Morocco 22% x 14% cm. F, W. Dawson I . 7-6-60",1886-1888,1886,1888,"Charleston, Morocco",511,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n511,1,3499,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I Ledger, 1867-1872 Charleston, S. C. 272 PP. Morocco 19 1-4 x 14 cm. F. W. Dawson I . 7-6-60",1867-1872,1867,1872,"Charleston, Morocco",512,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n512,1,3500,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I Ledger, 1867-1887 Charleston, S. C. 254 pp. Leather & Boards F, W. Dawson I . 7-6-60",1867-1887,1867,1887,Charleston,513,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n513,1,3501,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I Letterpress Book, I, 1879-1884 Charleston, Charleston Co., §.C. 254 pp. Boards 304 x 254 om,  7-68-60",1879-1884,1879,1884,"Charleston, §",514,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n514,1,3502,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I Letterpress Book, II, 1884-1887  Charleston, Charleston Co., S.C.  248 pp. Boards 303 x 25 om.  7-6-60",1884-1887,1884,1887,"Charleston, S.C.",515,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n515,1,3503,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I Scrapbook,I, 1875-1884 Charleston, Charleston 0db., S.C.  140 pp. Boards 304 x 24 cm,  7=7—60",1875-1884,1875,1884,"Charleston, S.C.",517,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n517,1,3504,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I Scrapbook, II, 1878-1888 Charleston, Charleston Co., SC.  126 pp. Boards 36 x 254 om, 10-3-61",1878-1888,1878,1888,"Charleston, SC",518,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n518,1,3505,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington,I  Scrapbook,III, 1886-1887 Charleston, Charleston Co., 3$.C.  234 pp. Boards 37 x 27 em, 7-6-60",1886-1887,1886,1887,Charleston,519,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n519,1,3506,Org.,USA,North America
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and ITI     Dawson, Sarah Fowler (Morgan) Diary: 1862, Jan. 10-1906 Holo. MS.  7-6-60",1862-1906,1862,1906,,520,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n520,1,3507,Org.,Unknown,Unknown
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II     Dawson, Sarah Fowler (Morgan)  Scrapbook, 1853-1882  196 pp. Boards 27 x 22 cm. 10-3-61",1853-1882,1853,1882,,521,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n521,1,3508,Org.,Unknown,Unknown
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and If     Dawson, Sarah Fowler (Morgan) Scrapbook, 1880-1897 116 pp. Boards 26 x 19 1-2 cm.  10-3-61",1880-1897,1880,1897,,522,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n522,1,3509,Org.,Unknown,Unknown
"Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and II","Dawson, Francis Warrington, I and IT     Dawson, Sarah Fowler (Morgan) F~ $328  Scrapbook, 1889-1893  132 pp. Boards 564 x 26 1-4 cm. 10-4-54",1889-1893,1889,1893,,523,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n523,1,3510,Org.,Unknown,Unknown
"Dawson, Nathaniel Henry Rhodes","Dawson, Nathaniel Henry Rhodes","Dawson , Nathaniel Henry Rhodes War letters. 1861.— 1862. Selma, Alabama  ' Section A 25 pieces FEB 27 1934  NOV 20 1938 -",1861.— 1862,1861,1862,Selma,532,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n532,1,3513,Male,USA,North America
"Dawson, Richard William","Dawson, Richard William",".  Dawson, Richard William Papers, 1863-1865 Uniontown, Fayette Co., Pa. 5-16-66 9 items and 4 vols.  (1 reel--Negativ Originals in the possession of Miss ive)  Wallace Dawson, Jumonville Road, Star Route, Uniontown, Pa. 15401",1863-1865,1863,1865,"Dawson, Uniontown, Pa.",537,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n537,1,3515,Male,USA,North America
"Dawson, Robert Grady","Dawson, Robert Grady","Dawson, Robert Grady, 1900-1982. Papers, 1927-1982. -- ca. 3,600 items. (9 lin. ft.) North Carolina     Shelf location: 58-D  Chiefly professional papers of Dawson documenting  his life as a Methodist clergyman in North Carolina. Includes subject files (boxes 1-2); sermons (boxes 2-5); correspondence, 1967-1970 (box 2); Pastor's Pocket Record Books, 1920s-1970s (box 5); account book (box 5); papers written as a student in the Divinty School,",1900-1982,1900,1982,North Carolina,551,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n551,1,3516,Male,USA,North America
"Dawson, William","Dawson, William","di -snre Reewi Dawson, William Crosby  Receipt Book, 1822-1845,  Greensborough, Georgia  325 p. Calf. 10 x 17 cm,  [Dawson was a Ga.politician, closely associa- ted with Howell Cobb and other Union Democrats Dawson was 2 U.S. Senator and held other of-  ficeg: (Se D.A.B.)) June 14, 1939 5",1822-1845,1822,1845,"Greensborough, Georgia, U.S.",555,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n555,1,3518,Male,USA,North America
"De la Mare, Walter","De la Mare, Walter","e 6th 10:B De la Mare, Walter, 1873-1956.  Papers, 1923-1948.  14 itemse  Poet and noveliste  Collection consists primarily of letters from De la Mare, typed and manuscripte Six are to Graham Greene and include thanks for the copy of ""Babbling Brook,"" wishes of success for Graham's poetry, and comments on BRIGHTON ROCKe He comments that a book of his own poetry is being sent to Greene, and, in a later letter, comments on its refusal for consideration in some sort of projecte Two letters were written to JeEe Hodgson recal Ling a conversation they had aoe @: the Johnson Clube Two lett ere written to the  11 MAY 98 °° 39100489 NDHYme SEE NEXT CRD",1873-1956,1873,1956,,556,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n556,1,3519,Org.,Unknown,Unknown
"Deal, Samuel","Deal, Samuel","Deal, Samuel Papers, 1831-1893 China Grove, North Carolina  Section A 20 items 5-13-58 55 items added  APR 10 ""89  GUIDE.",1831-1893,1831,1893,"China Grove, North Carolina",559,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n559,1,3521,Male,USA,North America
Deal Family,Deal Family,"Deal Family Papers, 1816-1919 China Grove, Rowan Co., N.C.  SEESHELF LIST 40 items 8-20-82",1816-1919,1816,1919,"China Grove, N.C.",561,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n561,1,3522,Org.,USA,North America
"Dean, Miles B.","Dean, Miles B.","Dean, Miles B, Papers, 1931-1936  Hayfield, Frederick Co., Va.; and Philadel- phia, Philadelphia Co., Pa.  Cab. 95 26 items 2-12-60",1931-1936,1931,1936,"Va., Pa.",566,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n566,1,3523,Male,USA,North America
"Dean, W. B.","Dean, W. B.","119 Dean, W. B., et al. Letter book. 1863-1864  Folly Island, South Carolina  [Dean was a lieutenant in the Union ermy, The letterbook contains copies of letters writen NOVY Undepp officers in camp on Folly Island,]",1863-1864,1863,1864,"Folly Island, South Carolina",573,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n573,1,3525,Unknown,USA,North America
"Deane, Charles","Deane, Charles","Deane, Charles  Papers, 1779 - 1886 Boston, Massachusetts Section A 5 items 2 "" trans. from C,.C,  Oct. 7, 1936 Jones book 9-21-44 l item add, 7-18-49",1779 - 1886,1779,1886,Boston,574,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n574,1,3526,Male,USA,North America
"Deane, Julia","Deane, Julia","Deane, Julia Letters. 1863-1864, Goldsboro, North Carolina  Section A 5 pieces  - 24 "" odded GUIDE 7-18-49 :  JUL 24 1941",1863-1864,1863,1864,"Goldsboro, North Carolina",577,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n577,1,3527,Female,USA,North America
"Dearing, John J.","Dearing, John J.","Dearing, Jonn J.  Papers, 1820-1899  Covington, Newton Co., Georgia Cab. 96 106 items  76 items added, 10-10-9 1-18-h 1 item added, 9-11-56",1820-1899,1820,1899,,587,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n587,1,3531,Male,Unknown,Unknown
"Dearmont, Washington","Dearmont, Washington","Dearmont, Washington  Papers, 1787(1851-1930)1944  Clarke County, Va.  5093 items & 5B ‘ 64 vols.  125 items added 8-6-57 7-80-57 5 items added,  GUIDE siete  (See also bound  vol. cards) eS",1851-1930,1851,1930,"Washington, Clarke County, Va.",592,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n592,1,3533,Male,USA,North America
"Dearmont, Washington","Dearmont, Washington","Dearmont, Washington  Ledger, 1861-1882*  Clarke County, Virginia 348 pages Leather and Boards 21% x 314 cm. 10-6-58  *Begins on page 202.",1861-1882,1861,1882,"Washington, Clarke County, Virginia",603,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n603,1,3534,Male,USA,North America
"Deaton, Noah","Deaton, Noah","Deaton, Noah Papers, 1863-1864 Caledonia, Moore co., N. C.  Section A 4 tena FEB | » BO  ae!  Gl nh LaDy",1863-1864,1863,1864,,604,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n604,1,3535,Male,Unknown,Unknown
"Deaver, Charles B.","Deaver, Charles B.","e 2nd 14:C Deaver, Charles Be  Papers, 1897-1925-e  67 itemse  Brevard, North Carolina attorneye  Collection is concerned mainly with the Law practice of Deaver, a Republican, Baptist, Pythian and possibiy part Cherokeee Correspondence topics include the Toxaway Inn, logging contracts, pension applications, schools -tax status, compensation for a worker's injury, debt collection, and a postmaster appointmente ‘The collection also has papers from his work as Transylvania County Tax Supervisor, discussion on his fees, and an article called, ""Mont gomery of Alemeine""™  Unprocessed collectione Cataloged from accessio mn recordse  27 NOV 96 360098700 NDHYme SEE NEXT CRD",1897-1925,1897,1925,,607,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n607,1,3536,Male,Unknown,Unknown
"Deberry, David D. and John T. McKinnon","Deberry, David D. and John T. McKinnon","Deberry, David D. and John T. McKinnon  Papers, 1760 (1850-1869) 1918  Montgomery co., N. OC.  Cab. 59 1517 items &  10-25-50 8b. vols. (Entered in the National Union Catalog of Mafiuscripts as David D. Deberry Papers)  wuiVE a",1850-1869,1850,1869,,609,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n609,1,3537,Org.,Unknown,Unknown
"De Blainville, Henri Marie Ducrotay","De Blainville, Henri Marie Ducrotay","De Blainville, Henri Marie Ducrotay (1777-1850) Papers, 1846 | Paris, France  Josiah C. Trent Collection in the History of Medicine--. Div.  4-8-60",1777-1850,1777,1850,"Paris, France",614,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n614,1,3538,Org.,USA,North America
"Deblois, Thomas A.","Deblois, Thomas A.","e 6th 16:C Deblois, Thomas Ae Letter, 18336 1 iteme Portland, Maine residente Letter from Nathan Hale, editor of the Boston Daily Advertiser, to Deblois writing in support of Daniel Webster as a possible presidential candidatee Hale makes reference to Andrew Jackson and asks Dublois to pass an article about Webster on to Major Jack Downing (pseudonym for Seba Smith) for possible publication in the Portland Couriere Unprocessed collectione Cataloged from accession recordse Ile Hale, Nathan 1784-1863.  27 NOV 96 36009781 NDHYme",1784-1863,1784,1863,"Portland, Maine, Dublois",615,174,https://archive.org/details/rubensteinmanuscriptcatalog_J._Davis_to_Dek/page/n615,1,3539,Male,USA,North America
